"SALE TYPE","SOLD DATE","PROPERTY TYPE","ADDRESS","CITY","STATE OR PROVINCE","ZIP OR POSTAL CODE","PRICE","BEDS","BATHS","LOCATION","SQUARE FEET","LOT SIZE","YEAR BUILT","DAYS ON MARKET","$/SQUARE FEET","HOA/MONTH","STATUS","NEXT OPEN HOUSE START TIME","NEXT OPEN HOUSE END TIME","URL","SOURCE","MLS#","FAVORITE","INTERESTED","LATITUDE","LONGITUDE","full_address","rentalval","elevation"
"PAST SALE","November-30-2004","Single Family Residential","625 Sand Point Rd","Carpinteria","CA","93013-1103",8500000,4,4,"Padaro",NA,NA,NA,NA,NA,NA,"Sold",NA,NA,"https://www.redfin.com/CA/Carpinteria/625-Sand-Point-Rd-93013/home/21612921","SBMLS","04-2545","Y","Y",34.399781,-119.5403518,"625 Sand Point Rd, Carpinteria, CA",9542,3.06
"PAST SALE","April-27-2010","Single Family Residential","591 Sand Point Rd","Carpinteria","CA","93013",16250000,5,6,"Padaro",NA,95832,2003,NA,NA,NA,"Sold",NA,NA,"https://www.redfin.com/CA/Carpinteria/591-Sand-Point-Rd-93013/home/21612919","SBMLS","08-3054","Y","Y",34.3992475,-119.5397338,"591 Sand Point Rd, Carpinteria, CA",9686,3.24
"PAST SALE","June-6-2019","Single Family Residential","571 Sand Point Rd","Carpinteria","CA","93013",24250000,4,5,"MONTECITO",NA,NA,1992,NA,NA,NA,"Sold",NA,NA,"https://www.redfin.com/CA/Carpinteria/571-Sand-Point-Rd-93013/home/21613481","SBMLS","18-2300","Y","Y",34.398955,-119.5393746,"571 Sand Point Rd, Carpinteria, CA",9597,3.63
"PAST SALE",NA,"Single Family Residential","551 Sand Point Rd","Carpinteria","CA","93013",9650000,3,4,NA,2395,62291,2003,NA,4029,NA,NA,NA,NA,"https://www.redfin.com/CA/Carpinteria/551-Sand-Point-Rd-93013/home/21612918",NA,NA,"Y","Y",34.3986396,-119.5391096,"551 Sand Point Rd, Carpinteria, CA",7924,3.94
"PAST SALE","March-17-1994","Single Family Residential","4217 Avenue Del Mar","Carpinteria","CA","93013",13609632,9,9.5,"CARPINTERIA-SUMMERLAND",NA,60984,1001,NA,NA,NA,"Sold",NA,NA,"https://www.redfin.com/CA/Carpinteria/4217-Del-Mar-Ave-93013/home/21614298","SBMLS","93-3617","Y","Y",34.3967633,-119.53613,"4217 Avenue Del Mar, Carpinteria, CA",9500,2.97
"PAST SALE",NA,"Single Family Residential","4237 Del Mar Ave","Carpinteria","CA","93013",7496410,5,5,NA,4900,43996,1950,NA,NA,NA,NA,NA,NA,"https://www.redfin.com/CA/Carpinteria/4237-Del-Mar-Ave-93013/home/21614297",NA,NA,"Y","Y",34.396784,-119.5357877,"4237 Del Mar Ave, Carpinteria, CA",9569,2.9
"PAST SALE","February-28-2013","Single Family Residential","4257 Avenue Del Mar","Carpinteria","CA","93013",1.4e+07,6,6,"Sandyland Cove",5000,39204,1940,NA,2800,NA,"Sold",NA,NA,"https://www.redfin.com/CA/Carpinteria/4257-Del-Mar-Ave-93013/home/21615384","SBMLS","11-1625","Y","Y",34.3967947,-119.5355011,"4257 Avenue Del Mar, Carpinteria, CA",9754,2.9
"PAST SALE","November-17-2004","Single Family Residential","4267 Avenue Del Mar","Carpinteria","CA","93013",1.5e+07,9,7,"Sandyland Cove",3860,45738,1930,NA,3886,NA,"Sold",NA,NA,"https://www.redfin.com/CA/Carpinteria/4267-Del-Mar-Ave-93013/home/21614296","SBMLS","04-3325","Y","Y",34.3968569,-119.5352062,"4267 Avenue Del Mar, Carpinteria, CA",9797,2.88
"PAST SALE",NA,"Single Family Residential","4271 Del Mar Ave","Carpinteria","CA","93013",7262309,5,6,NA,5556,37462,1947,NA,NA,NA,NA,NA,NA,"https://www.redfin.com/CA/Carpinteria/4271-Del-Mar-Ave-93013/home/21614295",NA,NA,"Y","Y",34.396586,-119.534908,"4271 Del Mar Ave, Carpinteria, CA",9728,2.67
"PAST SALE","February-1-1993","Single Family Residential","4285 Avenue Del Mar","Carpinteria","CA","93013",1650000,6,4.5,"CARPINTERIA-SUMMERLAND",NA,NA,1938,NA,NA,NA,"Sold",NA,NA,"https://www.redfin.com/CA/Carpinteria/4285-Del-Mar-Ave-93013/home/21614294","SBMLS","91-4249","Y","Y",34.3967894,-119.534689,"4285 Avenue Del Mar, Carpinteria, CA",7032,2.87
"PAST SALE",NA,"Single Family Residential","4307 Del Mar Ave","Carpinteria","CA","93013",1892012,1,3,NA,1432,14375,1947,NA,NA,NA,NA,NA,NA,"https://www.redfin.com/CA/Carpinteria/4307-Del-Mar-Ave-93013/home/95965122",NA,NA,"Y","Y",34.3970107,-119.5343027,"4307 Del Mar Ave, Carpinteria, CA",4635,3.12
"PAST SALE","December-18-2006","Single Family Residential","4301 Avenue Del Mar","Carpinteria","CA","93017",6e+06,3,3,"Carpinteria",NA,NA,1938,NA,NA,NA,"Sold",NA,NA,"https://www.redfin.com/CA/Carpinteria/4301-Del-Mar-Ave-93013/home/95965125","SBMLS","06-5745","Y","Y",34.3969564,-119.534311,"4301 Avenue Del Mar, Carpinteria, CA",9410,3.04
"PAST SALE",NA,"Single Family Residential","4327 Del Mar Ave","Carpinteria","CA","93013",2911932,3,3,NA,1904,23087,1931,NA,NA,NA,NA,NA,NA,"https://www.redfin.com/CA/Carpinteria/4327-Del-Mar-Ave-93013/home/21614291",NA,NA,"Y","Y",34.3966596,-119.5339743,"4327 Del Mar Ave, Carpinteria, CA",6049,2.82
"PAST SALE",NA,"Single Family Residential","4347 Del Mar Ave","Carpinteria","CA","93013",3612359,6,3,NA,2257,22651,1950,NA,NA,NA,NA,NA,NA,"https://www.redfin.com/CA/Carpinteria/4347-Del-Mar-Ave-93013/home/21614290",NA,NA,"Y","Y",34.3966383,-119.5337054,"4347 Del Mar Ave, Carpinteria, CA",7212,2.88
"PAST SALE","March-22-2002","Single Family Residential","4365 Del Mar Ave","Carpinteria","CA","93013-3313",6880546,2,2,"Sandyland Cove",NA,NA,NA,NA,NA,NA,"Sold",NA,NA,"https://www.redfin.com/CA/Carpinteria/4365-Del-Mar-Ave-93013/home/21614289","SBMLS","01-2859","Y","Y",34.3965544,-119.5334623,"4365 Del Mar Ave, Carpinteria, CA",3961,2.8
"PAST SALE",NA,"Single Family Residential","4377 Del Mar Ave","Carpinteria","CA","93013",3635188,3,3,NA,2875,17424,1925,NA,NA,NA,NA,NA,NA,"https://www.redfin.com/CA/Carpinteria/4377-Del-Mar-Ave-93013/home/21615382",NA,NA,"Y","Y",34.3965315,-119.5332235,"4377 Del Mar Ave, Carpinteria, CA",7287,2.84
"PAST SALE",NA,"Single Family Residential","4387 Del Mar Ave","Carpinteria","CA","93013",3763690,2,4,NA,2486,10890,1999,NA,NA,NA,NA,NA,NA,"https://www.redfin.com/CA/Carpinteria/4387-Del-Mar-Ave-93013/home/21615383",NA,NA,"Y","Y",34.396518,-119.5330772,"4387 Del Mar Ave, Carpinteria, CA",8879,2.85
"PAST SALE",NA,"Single Family Residential","4393 Del Mar Ave","Carpinteria","CA","93013",2867956,4,4,NA,2390,10454,1961,NA,NA,NA,NA,NA,NA,"https://www.redfin.com/CA/Carpinteria/4393-Del-Mar-Ave-93013/home/21614286",NA,NA,"Y","Y",34.3964777,-119.5329353,"4393 Del Mar Ave, Carpinteria, CA",7634,2.83
"PAST SALE",NA,"Single Family Residential","4405 Del Mar Ave","Carpinteria","CA","93013",5740000,3,3,NA,2543,10019,2011,NA,2257,NA,NA,NA,NA,"https://www.redfin.com/CA/Carpinteria/4405-Del-Mar-Ave-93013/home/21614285",NA,NA,"Y","Y",34.3965197,-119.5327801,"4405 Del Mar Ave, Carpinteria, CA",7118,2.93
"PAST SALE","August-15-2003","Single Family Residential","4411 Del Mar Ave","Carpinteria","CA","93013-3314",7630721,3,3,"Sandyland Cove",NA,NA,NA,NA,NA,NA,"Sold",NA,NA,"https://www.redfin.com/CA/Carpinteria/4411-Del-Mar-Ave-93013/home/21614284","SBMLS","03-2437","Y","Y",34.3965611,-119.5326227,"4411 Del Mar Ave, Carpinteria, CA",9535,3.06
"PAST SALE",NA,"Single Family Residential","4431 Del Mar Ave","Carpinteria","CA","93013",3842035,6,6,NA,2960,12197,1940,NA,NA,NA,NA,NA,NA,"https://www.redfin.com/CA/Carpinteria/4431-Del-Mar-Ave-93013/home/21614283",NA,NA,"Y","Y",34.3965778,-119.5323059,"4431 Del Mar Ave, Carpinteria, CA",9253,3.2
"PAST SALE",NA,"Single Family Residential","4447 Del Mar Ave","Carpinteria","CA","93013",2979338,4,4,NA,2661,12197,1946,NA,NA,NA,NA,NA,NA,"https://www.redfin.com/CA/Carpinteria/4447-Del-Mar-Ave-93013/home/21614282",NA,NA,"Y","Y",34.3964477,-119.5322315,"4447 Del Mar Ave, Carpinteria, CA",9199,2.96
"PAST SALE",NA,"Single Family Residential","100 Sandyland Cove Rd","Carpinteria","CA","93013",1740078,2,2,NA,1246,16117,1931,NA,NA,NA,NA,NA,NA,"https://www.redfin.com/CA/Carpinteria/100-Sandyland-Cove-Rd-93013/home/21612980",NA,NA,"Y","Y",34.396788,-119.5312412,"100 Sandyland Cove Rd, Carpinteria, CA",4394,3.59
"PAST SALE","December-2-2005","Single Family Residential","4477 Avenue Del Mar","Santa Barbara","CA","93013",7500000,4,4,"Santa Barbara",NA,13939,1998,NA,NA,NA,"Sold",NA,NA,"https://www.redfin.com/CA/Carpinteria/4477-Del-Mar-Ave-93013/home/21614280","SBMLS","05-4551","Y","Y",34.3963265,-119.5319049,"4477 Avenue Del Mar, Santa Barbara, CA",7852,2.81
"PAST SALE",NA,"Single Family Residential","4501 Del Mar Ave","Carpinteria","CA","93013",4855186,5,6,NA,4533,10019,1956,NA,NA,NA,NA,NA,NA,"https://www.redfin.com/CA/Carpinteria/4501-Del-Mar-Ave-93013/home/21615380",NA,NA,"Y","Y",34.396271,-119.5315317,"4501 Del Mar Ave, Carpinteria, CA",9483,2.86
"PAST SALE",NA,"Single Family Residential","4509 Del Mar Ave","Carpinteria","CA","93013",3217908,5,4,NA,3206,10019,1951,NA,NA,NA,NA,NA,NA,"https://www.redfin.com/CA/Carpinteria/4509-Del-Mar-Ave-93013/home/21615378",NA,NA,"Y","Y",34.3962019,-119.5313157,"4509 Del Mar Ave, Carpinteria, CA",9149,2.81
"PAST SALE",NA,"Single Family Residential","4513 Del Mar Ave","Carpinteria","CA","93013",825000,3,4,NA,3064,10454,1993,NA,269,NA,NA,NA,NA,"https://www.redfin.com/CA/Carpinteria/4513-Del-Mar-Ave-93013/home/21614270",NA,NA,"Y","Y",34.3962153,-119.5312752,"4513 Del Mar Ave, Carpinteria, CA",9425,2.83
"PAST SALE","September-2-1999","Single Family Residential","4517 Avenue Del Mar","Carpinteria","CA","93013",6430692,3,3,"Sandyland Cove",NA,NA,1954,NA,NA,NA,"Sold",NA,NA,"https://www.redfin.com/CA/Carpinteria/4517-Del-Mar-Ave-93013/home/21614279","SBMLS","99-1463","Y","Y",34.3962075,-119.5311269,"4517 Avenue Del Mar, Carpinteria, CA",6061,2.85
"PAST SALE",NA,"Single Family Residential","4525 Del Mar Ave","Carpinteria","CA","93013",9900000,3,4,NA,4617,22216,2022,NA,2144,NA,NA,NA,NA,"https://www.redfin.com/CA/Carpinteria/4525-Del-Mar-Ave-93013/home/21614278",NA,NA,"Y","Y",34.39617,-119.53099,"4525 Del Mar Ave, Carpinteria, CA",9352,2.86
"PAST SALE",NA,"Single Family Residential","4535 Del Mar Ave","Carpinteria","CA","93013",3194492,4,4,NA,2760,20909,1947,NA,NA,NA,NA,NA,NA,"https://www.redfin.com/CA/Carpinteria/4535-Del-Mar-Ave-93013/home/21614277",NA,NA,"Y","Y",34.3960752,-119.5307125,"4535 Del Mar Ave, Carpinteria, CA",9071,2.83
"PAST SALE","June-26-2017","Single Family Residential","4555 Avenue Del Mar","Carpinteria","CA","93013",8700000,4,3,"Sandyland Cove",1531,18295,1947,NA,5683,NA,"Sold",NA,NA,"https://www.redfin.com/CA/Carpinteria/4555-Del-Mar-Ave-93013/home/21614276","SBMLS","17-1503","Y","Y",34.3959425,-119.5305369,"4555 Avenue Del Mar, Carpinteria, CA",6461,2.72
"PAST SALE","November-22-2006","Single Family Residential","4561 Avenue Del Mar","Carpinteria","CA","93013",15423112,5,6.5,"Sandyland Cove",4683,21344,NA,NA,3293,NA,"Sold",NA,NA,"https://www.redfin.com/CA/Carpinteria/4561-Del-Mar-Ave-93013/home/21614275","SBMLS","06-4411","Y","Y",34.3958263,-119.5301897,"4561 Avenue Del Mar, Carpinteria, CA",9626,2.69
"PAST SALE","May-19-2000","Single Family Residential","4567 Avenue Del Mar","Carpinteria","CA","93013",2300000,4,3,"CARPINTERIA-SUMMERLAND",NA,NA,1955,NA,NA,NA,"Sold",NA,NA,"https://www.redfin.com/CA/Carpinteria/4567-Del-Mar-Ave-93013/home/21614274","SBMLS","00-844","Y","Y",34.3957943,-119.529966,"4567 Avenue Del Mar, Carpinteria, CA",8946,2.77
"PAST SALE",NA,"Single Family Residential","4575 Del Mar Ave","Carpinteria","CA","93013",1925019,4,3,NA,1810,6098,1955,NA,NA,NA,NA,NA,NA,"https://www.redfin.com/CA/Carpinteria/4575-Del-Mar-Ave-93013/home/21615379",NA,NA,"Y","Y",34.3957423,-119.5298578,"4575 Del Mar Ave, Carpinteria, CA",6359,2.69
"PAST SALE","January-29-2020","Single Family Residential","4581 Avenue Del Mar","Carpinteria","CA","93013",6400000,4,4,"Sandyland Cove",2589,5662,1954,NA,2472,NA,"Sold",NA,NA,"https://www.redfin.com/CA/Carpinteria/4581-Del-Mar-Ave-93013/home/21614273","SBMLS","20-341","Y","Y",34.3956907,-119.5297395,"4581 Avenue Del Mar, Carpinteria, CA",9134,2.68
"PAST SALE","August-31-1995","Single Family Residential","4587 Avenue Del Mar","Carpinteria","CA","93013",1050000,4,3,"CARPINTERIA-SUMMERLAND",NA,NA,1000,NA,NA,NA,"Sold",NA,NA,"https://www.redfin.com/CA/Carpinteria/4587-Del-Mar-Ave-93013/home/21614272","SBMLS","94-3926","Y","Y",34.3956596,-119.5296108,"4587 Avenue Del Mar, Carpinteria, CA",8303,2.69
"PAST SALE",NA,"Single Family Residential","4599 Del Mar Ave","Carpinteria","CA","93013",3950000,3,4,NA,3353,30928,1953,NA,1178,NA,NA,NA,NA,"https://www.redfin.com/CA/Carpinteria/4599-Del-Mar-Ave-93013/home/21612979",NA,NA,"Y","Y",34.3955931,-119.5291153,"4599 Del Mar Ave, Carpinteria, CA",9523,2.74
"PAST SALE",NA,"Condo/Co-op","4729 Sandyland Rd","Carpinteria","CA","93013",1064175,2,2,NA,908,NA,1940,NA,275,NA,NA,NA,NA,"https://www.redfin.com/CA/Carpinteria/4729-Sandyland-Rd-93013/home/21614164",NA,NA,"Y","Y",34.3955075,-119.5282081,"4729 Sandyland Rd, Carpinteria, CA",2045,3
"PAST SALE",NA,"Condo/Co-op","4725 Sandyland Rd","Carpinteria","CA","93013",1013332,2,1,NA,672,NA,1952,NA,249,NA,NA,NA,NA,"https://www.redfin.com/CA/Carpinteria/4725-Sandyland-Rd-93013/home/21614168",NA,NA,"Y","Y",34.3954589,-119.5281589,"4725 Sandyland Rd, Carpinteria, CA",1655,3
"PAST SALE",NA,"Condo/Co-op","4757 Sandyland Rd","Carpinteria","CA","93013",1024710,3,2,NA,1020,NA,1922,NA,NA,NA,NA,NA,NA,"https://www.redfin.com/CA/Carpinteria/4757-Sandyland-Rd-93013/home/21614165",NA,NA,"Y","Y",34.3952484,-119.5281668,"4757 Sandyland Rd, Carpinteria, CA",2328,2.81
"PAST SALE","August-21-2009","Single Family Residential","4763 Sandyland Rd","Carpinteria","CA","93013",4e+06,3,2.5,"Sandyland Cove",3000,NA,1989,NA,1333,NA,"Sold",NA,NA,"https://www.redfin.com/CA/Carpinteria/4763-Sandyland-Rd-93013/home/21517779","SBMLS","08-3029","Y","Y",34.3951954,-119.5277027,"4763 Sandyland Rd, Carpinteria, CA",4094,2.97
"PAST SALE",NA,"Condo/Co-op","4773 Sandyland Rd","Carpinteria","CA","93013",7205137,6,5,NA,6397,NA,1994,NA,NA,NA,NA,NA,NA,"https://www.redfin.com/CA/Carpinteria/4773-Sandyland-Rd-93013/home/21614640",NA,NA,"Y","Y",34.3951914,-119.5277077,"4773 Sandyland Rd, Carpinteria, CA",4331,2.97
"PAST SALE",NA,"Single Family Residential","4797 Sandyland Rd","Carpinteria","CA","93013",2284203,5,3,NA,2485,30056,1955,NA,NA,NA,NA,NA,NA,"https://www.redfin.com/CA/Carpinteria/4797-Sandyland-Rd-93013/home/21615362",NA,NA,"Y","Y",34.3952598,-119.527433,"4797 Sandyland Rd, Carpinteria, CA",7830,3.28
"PAST SALE",NA,"Condo/Co-op","4842 Sandyland Rd","Carpinteria","CA","93013",1169440,2,3,NA,1340,NA,1979,NA,160,NA,NA,NA,NA,"https://www.redfin.com/CA/Carpinteria/4842-Sandyland-Rd-93013/home/21614103",NA,NA,"Y","Y",34.3952865,-119.5264141,"4842 Sandyland Rd, Carpinteria, CA",2837,4.13
"PAST SALE","June-20-2019","Single Family Residential","4854 Sandyland Rd","Carpinteria","CA","93013",1900000,5,4,"CPTA - Carpinteria",1840,3484,1957,NA,1033,NA,"Sold",NA,NA,"https://www.redfin.com/CA/Carpinteria/4854-Sandyland-Rd-93013/home/21615361","CRMLS","219002817","Y","Y",34.3951615,-119.5261022,"4854 Sandyland Rd, Carpinteria, CA",7275,4.27
"PAST SALE","January-22-1998","Single Family Residential","4809 Sandyland","Carpinteria","CA","93013",3391686,2,2.5,"CARPINTERIA-SUMMERLAND",NA,NA,1980,NA,NA,NA,"Sold",NA,NA,"https://www.redfin.com/CA/Carpinteria/4809-Sandyland-Rd-93013/home/143303039","SBMLS","97-2651","Y","Y",34.3949144,-119.5269331,"4809 Sandyland, Carpinteria, CA",5086,3.61
"PAST SALE",NA,"Condo/Co-op","4902 Sandyland Rd #141","Carpinteria","CA","93013",750000,1,1,NA,432,NA,1968,NA,1736,NA,NA,NA,NA,"https://www.redfin.com/CA/Carpinteria/4902-Sandyland-Rd-93013/unit-141/home/21613841",NA,NA,"Y","Y",34.3947236,-119.5252708,"4902 Sandyland Rd #141, Carpinteria, CA",1494,4.43
"PAST SALE","May-10-2017","Condo/Co-op","4921 Sandyland Rd #2","Carpinteria","CA","93013",2600000,2,3,"Carpinteria",1725,5227,1957,NA,1507,NA,"Sold",NA,NA,"https://www.redfin.com/CA/Carpinteria/4921-Sandyland-Rd-93013/unit-2/home/192259956","SBMLS","17-1072","Y","Y",34.3942884,-119.5256414,"4921 Sandyland Rd #2, Carpinteria, CA",2913,4.02
"PAST SALE",NA,"Condo/Co-op","4921 Sandyland Rd","Carpinteria","CA","93013",2550000,2,3,NA,1800,NA,1957,NA,1417,NA,NA,NA,NA,"https://www.redfin.com/CA/Carpinteria/4921-Sandyland-Rd-93013/home/21613402",NA,NA,"Y","Y",34.3942312,-119.5258257,"4921 Sandyland Rd, Carpinteria, CA",3322,3.87
